200,whois.nic.cafe
201,whois.nic.google
202,whois.nic.call
204,whois.nic.cam
205,whois.nic.camera
206,whois.nic.camp
207,whois.nic.cancerresearch
208,whois.nic.canon
209,capetown-whois.registry.net.za
210,whois.nic.capital
211,whois.nic.capitalone
212,whois.nic.car
214,whois.nic.cards
215,whois.nic.care
216,whois.nic.career
217,whois.nic.careers
218,whois.nic.cars
220,whois.nic.casa
221,whois.nic.case
223,whois.nic.cash
224,whois.nic.casino
225,whois.nic.cat
226,whois.nic.catering
227,whois.nic.catholic
228,whois.nic.cba
231,whois.afilias-srs.net
232,ccwhois.verisign-grs.com
235,whois.nic.center
236,whois.nic.ceo
237,whois.afilias-srs.net
238,whois.dot.cf
239,whois.nic.cfa
240,whois.nic.cfd
242,whois.nic.ch
243,whois.nic.chanel
244,whois.nic.google
245,whois.nic.charity
247,whois.nic.chat
248,whois.nic.cheap
249,whois.nic.chintai
251,whois.uniregistry.net
252,whois.nic.google
254,whois.nic.church
255,whois.nic.ci
256,whois.afilias-srs.net
257,whois.nic.circle
262,whois.nic.city
263,whois.nic.cityeats
265,whois.nic.cl
266,whois.nic.claims
267,whois.nic.cleaning
268,whois.uniregistry.net
269,whois.nic.clinic
270,whois.nic.clinique
271,whois.nic.clothing
272,whois.nic.cloud
273,whois.nic.club
274,whois.nic.clubmed
276,whois.cnnic.cn
277,whois.nic.co
278,whois.nic.coach
279,whois.nic.codes
280,whois.nic.coffee
281,whois.nic.college
282,whois.ryce-rsp.com
283,whois.verisign-grs.com
284,whois.nic.comcast
285,whois.nic.commbank
286,whois.nic.community
287,whois.nic.company
288,whois.nic.compare
289,whois.nic.computer
290,whois.nic.comsec
291,whois.nic.condos
292,whois.nic.construction
293,whois.nic.consulting
294,whois.nic.contact
295,whois.nic.contractors
296,whois.nic.cooking
297,whois.nic.cookingchannel
298,whois.nic.cool
299,whois.nic.coop
300,whois-corsica.nic.fr
301,whois.uniregistry.net
303,whois.nic.coupons
304,whois.nic.courses
305,whois.nic.cpa
306,whois.nic.cr
307,whois.nic.credit
308,whois.nic.creditcard
309,whois.afilias-srs.net
310,whois.nic.cricket
313,whois.nic.cruise
314,whois.nic.cruises
315,whois.nic.csc
317,whois.nic.cuisinella
320,whois.nic.cx
322,whois.nic.cymru
323,whois.nic.cyou
324,whois.nic.cz
325,whois.afilias-srs.net
326,whois.nic.google
327,whois.nic.dance
328,whois.nic.data
329,whois.nic.date
330,whois.nic.dating
331,whois.nic.gmo
332,whois.nic.google
333,whois.nic.google
334,whois.nic.dds
335,whois.denic.de
336,whois.nic.deal
337,whois.nic.dealer
338,whois.nic.deals
339,whois.nic.degree
340,whois.nic.delivery
342,whois.nic.deloitte
343,whois.nic.delta
344,whois.nic.democrat
345,whois.nic.dental
346,whois.nic.dentist
347,whois.nic.desi
348,whois.nic.design
349,whois.nic.google
351,whois.nic.diamonds
352,whois.uniregistry.net
353,whois.nic.digital
354,whois.nic.direct
355,whois.nic.directory
356,whois.nic.discount
358,whois.nic.dish
359,whois.nic.diy
361,whois.dk-hostmaster.dk
362,whois.nic.dm
363,whois.nic.dnp
364,whois.nic.do
365,whois.nic.google
366,whois.nic.doctor
368,whois.nic.dog
370,whois.nic.domains
372,whois.nic.dot
373,whois.nic.download
374,whois.nic.google
375,whois.nic.dtv
376,whois.nic.dubai
377,whois.nic.duck
378,whois.nic.dunlop
381,durban-whois.registry.net.za
382,whois.nic.dvag
383,whois.nic.dvr
384,whois.nic.dz
385,whois.nic.earth
386,whois.nic.google
387,whois.nic.ec
388,whois.nic.eco
389,whois.afilias-srs.net
390,whois.educause.edu
391,whois.nic.education
392,whois.tld.ee
395,whois.nic.email
396,whois.afilias-srs.net
397,whois.nic.energy
398,whois.nic.engineer
399,whois.nic.engineering
400,whois.nic.enterprises
402,whois.nic.epson
403,whois.nic.equipment
405,whois.nic.ericsson
406,whois.nic.erni
407,whois.nic.es
408,whois.nic.google
409,whois.nic.estate
412,whois.centralnic.com
413,whois.eu
414,whois.nic.eurovision
415,whois.nic.eus
416,whois.nic.events
418,whois.nic.exchange
419,whois.nic.expert
420,whois.nic.exposed
421,whois.nic.express
422,whois.afilias-srs.net
423,whois.afilias-srs.net
424,whois.nic.fail
425,whois.nic.fairwinds
426,whois.nic.faith
427,whois.nic.family
428,whois.nic.fan
429,whois.nic.fans
430,whois.nic.farm
432,whois.nic.fashion
433,whois.nic.fast
434,whois.nic.fedex
435,whois.nic.feedback
436,whois.nic.ferrari
438,whois.fi
439,whois.afilias-srs.net
440,whois.nic.fidelity
441,whois.afilias-srs.net
442,whois.nic.film
443,whois.gtlds.nic.br
444,whois.nic.finance
445,whois.nic.financial
446,whois.nic.fire
447,whois.nic.firestone
448,whois.nic.firmdale
449,whois.nic.fish
450,whois.nic.fishing
451,whois.nic.fit
452,whois.nic.fitness
456,whois.nic.flights
458,whois.nic.florist
459,whois.uniregistry.net
461,whois.nic.google
462,whois.nic.fm
463,whois.nic.fo
464,whois.nic.google
466,whois.nic.foodnetwork
467,whois.nic.football
469,whois.nic.forex
470,whois.nic.forsale
471,whois.nic.forum
472,whois.nic.foundation
473,whois.nic.fox
474,whois.nic.fr
475,whois.nic.free
476,whois.nic.fresenius
477,whois.nic.frl
478,whois.nic.frogans
479,whois.nic.frontdoor
482,whois.nic.gmo
484,whois.nic.fun
485,whois.nic.fund
486,whois.nic.furniture
487,whois.nic.futbol
488,whois.nic.fyi
490,whois.nic.gal
491,whois.nic.gallery
492,whois.nic.gallo
493,whois.nic.gallup
494,whois.uniregistry.net
495,whois.nic.games
497,whois.nic.garden
498,whois.nic.gay
500,whois.nic.google
501,whois.nic.gd
502,whois.nic.gdn
503,whois.nic.ge
504,whois.nic.gea
505,whois.nic.gent
506,whois.nic.genting
507,whois.nic.george
508,whois.mediaserv.net
509,whois.gg
510,whois.nic.ggee
512,whois2.afilias-grs.net
513,whois.uniregistry.net
514,whois.nic.gifts
515,whois.nic.gives
516,whois.nic.giving
517,whois.nic.gl
518,whois.nic.glade
519,whois.nic.glass
520,whois.nic.google
521,whois.nic.global
522,whois.gtlds.nic.br
524,whois.nic.google
525,whois.nic.gmbh
526,whois.nic.gmo
527,whois.nic.gmx
529,whois.afilias-srs.net
530,whois.nic.gold
531,whois.nic.goldpoint
532,whois.nic.golf
533,whois.nic.gmo
535,whois.nic.goodyear
536,whois.nic.google
537,whois.nic.google
538,whois.nic.gop
539,whois.nic.got
540,whois.dotgov.gov
541,whois.nic.gp
542,whois.dominio.gq
545,whois.nic.graphics
546,whois.nic.gratis
547,whois.afilias.net
548,whois.nic.gripe
550,whois.nic.group
551,whois.nic.gs
555,whois.nic.gucci
556,whois.nic.google
557,whois.nic.guide
558,whois.uniregistry.net
559,whois.nic.guru
561,whois.registry.gy
562,whois.nic.hair
563,whois.nic.hamburg
564,whois.nic.google
565,whois.nic.haus
567,whois.nic.hdfc
568,whois.nic.hdfcbank
570,whois.nic.healthcare
571,whois.uniregistry.net
572,whois.nic.helsinki
573,whois.nic.google
574,whois.afilias-srs.net
575,whois.nic.hgtv
576,whois.uniregistry.net
577,whois.nic.gmo
578,whois.nic.gmo
579,whois.uniregistry.net
580,whois.hkirc.hk
581,whois.nic.hkt
582,whois.registry.hm
583,whois.nic.hn
584,whois.nic.hockey
585,whois.nic.holdings
586,whois.nic.holiday
587,whois.nic.homedepot
589,whois.nic.homes
591,whois.nic.honda
593,whois.nic.horse
594,whois.nic.hospital
595,whois.nic.host
596,whois.uniregistry.net
597,whois.nic.hot
601,whois.nic.house
602,whois.nic.google
603,whois.dns.hr
605,whois.nic.ht
607,whois.nic.hu
608,whois.nic.hughes
610,whois.nic.hyundai
611,whois.nic.ibm
612,whois.nic.icbc
613,whois.nic.ice
614,whois.nic.icu
615,whois.id
616,whois.weare.ie
618,whois.nic.ifm
620,whois.nic.ikano
621,whois.isoc.org.il
622,whois.nic.im
623,whois.afilias-srs.net
624,whois.nic.imdb
625,whois.nic.immo
626,whois.nic.immobilien
627,whois.registry.in
628,whois.nic.inc
629,whois.nic.industries
630,whois.nic.gmo
631,whois.afilias.net
632,whois.nic.google
633,whois.nic.ink
634,whois.nic.institute
635,whois.nic.insurance
636,whois.nic.insure
637,whois.iana.org
639,whois.nic.international
641,whois.nic.investments
642,whois.nic.io
644,whois.cmc.iq
645,whois.nic.ir
646,whois.nic.irish
647,whois.isnic.is
649,whois.afilias-srs.net
650,whois.afilias-srs.net
651,whois.afilias-srs.net
652,whois.nic.it
654,whois.afilias-srs.net
657,whois.nic.jaguar
658,whois.nic.java
659,whois.nic.gmo
661,whois.je
662,whois.afilias-srs.net
663,whois.nic.jetzt
664,whois.nic.jewelry
665,whois.nic.jio
667,whois.afilias-srs.net
672,whois.nic.jobs
673,joburg-whois.registry.net.za
674,whois.nic.jot
675,whois.nic.joy
676,whois.jprs.jp
679,whois.uniregistry.net
680,whois.nic.juniper
681,whois.nic.kaufen
682,whois.nic.kddi
683,whois.kenic.or.ke
684,whois.nic.kerryhotels
685,whois.nic.kerrylogistics
686,whois.nic.kerryproperties
687,whois.nic.kfh
688,whois.kg
690,whois.nic.ki
691,whois.nic.kia
692,whois.afilias.net
694,whois.nic.kindle
695,whois.nic.kitchen
696,whois.nic.kiwi
698,whois.nic.kn
699,whois.ryce-rsp.com
700,whois.nic.komatsu
701,whois.nic.kosher
705,whois.kr
706,whois.nic.krd
708,whois.nic.kuokgroup
710,whois.kyregistry.ky
711,whois.nic.kyoto
712,whois.nic.kz
713,whois.nic.la
714,whois.nic.lacaixa
716,whois.afilias-srs.net
717,whois.nic.lamer
718,whois.nic.lancaster
719,whois.afilias-srs.net
721,whois.nic.land
722,whois.nic.landrover
724,whois.afilias-srs.net
725,whois.nic.lat
726,whois.nic.latino
727,whois.nic.latrobe
728,whois.nic.law
729,whois.nic.lawyer
730,whois.lbdr.org.lb
732,whois.nic.lds
733,whois.nic.lease
734,whois-leclerc.nic.fr
735,whois.nic.lefrak
736,whois.nic.legal
737,whois.nic.lego
738,whois.nic.lexus
739,whois.afilias.net
740,whois.nic.li
742,whois.nic.lidl
743,whois.nic.life
745,whois.nic.lifestyle
746,whois.nic.lighting
747,whois.nic.like
749,whois.nic.limited
750,whois.nic.limo
752,whois.nic.linde
753,whois.uniregistry.net
754,whois.nic.lipsy
755,whois.nic.live
757,whois.nic.lixil
759,whois.afilias.net
760,whois.uniregistry.net
761,whois.nic.loan
762,whois.nic.loans
763,whois.nic.locker
764,whois.nic.locus
766,whois.uniregistry.net
767,whois.nic.london
768,whois.nic.lotte
769,whois.afilias.net
770,whois.nic.love
771,whois.nic.lpl
772,whois.nic.lplfinancial
774,whois.nic.ls
775,whois.domreg.lt
776,whois.nic.ltd
777,whois.afilias-srs.net
778,whois.dns.lu
779,whois.nic.lundbeck
781,whois.nic.luxe
782,whois.nic.luxury
783,whois.nic.lv
784,whois.nic.ly
785,whois.registre.ma
786,whois.nic.macys
787,whois.nic.madrid
789,whois.nic.maison
790,whois.nic.makeup
791,whois.nic.man
792,whois.nic.management
793,whois.nic.mango
794,whois.nic.google
795,whois.nic.market
796,whois.nic.marketing
797,whois.nic.markets
798,whois.afilias-srs.net
800,whois.nic.maserati
802,whois.nic.mba
806,whois.nic.mckinsey
807,whois.nic.md
808,whois.nic.me
809,whois.nic.med
810,whois.nic.media
811,whois.nic.google
812,whois.nic.melbourne
813,whois.nic.google
814,whois.nic.memorial
815,whois.nic.men
816,whois.nic.menu
821,whois.nic.mg
823,whois.nic.miami
826,whois.nic.mini
828,whois.afilias-srs.net
829,whois.nic.gmo
830,whois.marnet.mk
831,whois.dot.ml
833,whois.nic.mls
834,whois.registry.gov.mm
835,whois.nic.mma
836,whois.nic.mn
837,whois.monic.mo
838,whois.nic.mobi
839,whois.nic.mobile
841,whois.nic.moda
842,whois.nic.moe
843,whois.nic.moi
844,whois.uniregistry.net
845,whois.nic.monash
846,whois.nic.money
847,whois.nic.monster
850,whois.nic.mormon
851,whois.nic.mortgage
852,whois.nic.moscow
854,whois.nic.motorcycles
855,whois.nic.google
856,whois.nic.movie
858,whois.nic.mp
859,whois.mediaserv.net
860,whois.nic.mr
861,whois.nic.ms
864,whois.nic.mtn
866,whois.nic.mtr
867,whois.nic.mu
868,whois.nic.museum
872,whois.nic.mw
873,whois.mx
874,whois.mynic.my
875,whois.nic.mz
876,whois.na-nic.com.na
877,whois.nic.nab
879,whois.nic.nagoya
880,whois.nic.name
882,whois.gtlds.nic.br
883,whois.nic.navy
885,whois.nc
887,whois.nic.nec
888,whois.verisign-grs.com
889,whois.nic.netbank
891,whois.nic.network
893,whois.nic.google
895,whois.nic.news
896,whois.nic.next
897,whois.nic.nextdirect
898,whois.nic.google
899,whois.nic.nf
901,whois.nic.net.ng
902,whois.publicinterestregistry.net
903,whois.nic.nhk
905,whois.nic.nico
907,whois.nic.nikon
908,whois.nic.ninja
909,whois.nic.gmo
910,whois.nic.nissay
911,whois.domain-registry.nl
912,whois.norid.no
913,whois.afilias-srs.net
915,whois.nic.norton
916,whois.nic.now
917,whois.nic.nowruz
918,whois.nic.nowtv
921,whois.afilias-srs.net
922,whois.nic.nrw
924,whois.iis.nu
926,whois.srs.net.nz
927,whois.nic.obi
928,whois.nic.observer
929,whois.nic.off
931,whois.nic.okinawa
932,whois.nic.olayan
933,whois.nic.olayangroup
935,whois.nic.ollo
936,whois.registry.om
937,whois.nic.omega
938,whois.nic.one
939,whois.publicinterestregistry.net
940,whois.afilias-srs.net
941,whois.nic.online
943,whois.nic.ooo
945,whois.nic.oracle
946,whois.nic.orange
947,whois.pir.org
948,whois.afilias.net
950,whois.nic.origins
951,whois.nic.osaka
952,whois.nic.otsuka
953,whois.nic.ott
954,whois-ovh.nic.fr
956,whois.nic.google
958,whois.nic.gmo
960,whois-paris.nic.fr
961,whois.nic.pars
962,whois.nic.partners
963,whois.nic.parts
964,whois.nic.party
966,whois.nic.pay
967,whois.nic.pccw
968,kero.yachay.pe
969,whois.afilias.net
970,whois.registry.pf
974,whois.nic.pharmacy
975,whois.nic.google
976,whois.nic.philips
977,whois.nic.phone
978,whois.uniregistry.net
979,whois.nic.photography
980,whois.nic.photos
981,whois.nic.physio
983,whois.uniregistry.net
985,whois.nic.pictures
986,whois.nic.pid
987,whois.nic.pin
989,whois.afilias.net
990,whois.nic.gmo
991,whois.nic.pizza
993,whois.dns.pl
994,whois.nic.place
995,whois.nic.google
996,whois.nic.playstation
997,whois.nic.plumbing
998,whois.nic.plus
999,whois.nic.pm
1001,whois.nic.pnc
1002,whois.nic.pohl
1003,whois.afilias.net
1004,whois.nic.politie
1005,whois.registrar.adult
1006,whois.dotpostregistry.net
1007,whois.afilias-srs.net
1010,whois.nic.press
1011,whois.nic.prime
1012,whois.afilias.net
1013,whois.nic.google
1014,whois.nic.productions
1015,whois.nic.google
1016,whois.afilias-srs.net
1017,whois.afilias.net
1018,whois.nic.properties
1019,whois.uniregistry.net
1020,whois.nic.protection
1024,whois.dns.pt
1025,whois.nic.pub
1026,whois.nic.pw
1027,whois.afilias-srs.net
1029,whois.registry.qa
1030,whois.nic.qpon
1031,whois.nic.quebec
1032,whois.nic.quest
1034,whois.nic.racing
1035,whois.nic.radio
1036,whois.nic.raid
1037,whois.nic.re
1038,whois.nic.read
1039,whois.nic.realestate
1041,whois.nic.realty
1042,whois.nic.recipes
1043,whois.afilias.net
1044,whois.nic.redstone
1045,whois.afilias-srs.net
1046,whois.nic.rehab
1047,whois.nic.reise
1048,whois.nic.reisen
1049,whois.nic.reit
1050,whois.nic.reliance
1051,whois.nic.ren
1052,whois.nic.rent
1053,whois.nic.rentals
1054,whois.nic.repair
1055,whois.nic.report
1056,whois.nic.republican
1057,whois.nic.rest
1058,whois.nic.restaurant
1059,whois.nic.review
1060,whois.nic.reviews
1061,whois.nic.rexroth
1062,whois.afilias-srs.net
1063,whois.nic.richardli
1064,whois.nic.ricoh
1066,whois.nic.ril
1067,whois.gtlds.nic.br
1068,whois.nic.rip
1069,whois.nic.rmit
1070,whois.rotld.ro
1072,whois.nic.rocks
1073,whois.nic.rodeo
1074,whois.afilias-srs.net
1075,whois.nic.room
1076,whois.rnids.rs
1077,whois.nic.google
1078,whois.tcinet.ru
1079,whois.nic.rugby
1080,whois.nic.ruhr
1081,whois.nic.run
1083,whois.nic.rwe
1084,whois.nic.ryukyu
1085,whois.nic.net.sa
1086,whois.nic.saarland
1087,whois.nic.safe
1088,whois.nic.safety
1090,whois.nic.sale
1091,whois.nic.salon
1092,whois.nic.samsclub
1093,whois.nic.samsung
1094,whois.nic.sandvik
1095,whois.nic.sandvikcoromant
1096,whois.nic.sanofi
1097,whois.nic.sap
1099,whois.nic.sarl
1101,whois.nic.save
1102,whois.nic.saxo
1103,whois.nic.net.sb
1104,whois.nic.sbi
1105,whois.nic.sbs
1106,whois2.afilias-grs.net
1107,whois.nic.sca
1108,whois.nic.scb
1109,whois.afilias-srs.net
1110,whois.nic.schmidt
1111,whois.nic.scholarships
1112,whois.nic.school
1113,whois.nic.schule
1114,whois.nic.schwarz
1115,whois.nic.science
1116,whois.nic.scjohnson
1118,whois.nic.scot
1120,whois.iis.se
1121,whois.nic.google
1122,whois.nic.seat
1123,whois.nic.secure
1124,whois.nic.security
1125,whois.nic.seek
1126,whois.nic.select
1128,whois.nic.services
1129,whois.nic.ses
1130,whois.nic.seven
1131,whois.afilias-srs.net
1132,whois.registrar.adult
1133,whois.uniregistry.net
1134,whois.nic.sfr
1135,whois.sgnic.sg
1136,whois.nic.sh
1137,whois.nic.shangrila
1138,whois.nic.gmo
1139,whois.afilias-srs.net
1140,whois.nic.shell
1141,whois.nic.shia
1142,whois.afilias.net
1143,whois.nic.shoes
1144,whois.nic.shop
1145,whois.nic.shopping
1146,whois.teleinfo.cn
1147,whois.nic.show
1148,whois.afilias-srs.net
1150,whois.register.si
1151,whois.nic.silk
1152,whois.nic.sina
1153,whois.nic.singles
1154,whois.nic.site
1156,whois.sk-nic.sk
1157,whois.afilias.net
1158,whois.nic.skin
1159,whois.nic.sky
1162,whois.nic.sling
1163,whois.nic.sm
1164,whois.nic.smart
1165,whois.nic.smile
1166,whois.nic.sn
1167,whois.nic.sncf
1168,whois.nic.so
1169,whois.nic.soccer
1170,whois.nic.social
1171,whois.nic.softbank
1172,whois.nic.software
1174,whois.nic.solar
1175,whois.nic.solutions
1177,whois.nic.sony
1178,whois.nic.google
1179,whois.afilias-srs.net
1180,whois.nic.space
1182,whois.nic.sport
1183,whois.nic.spot
1186,whois.afilias-srs.net
1188,whois.nic.ss
1189,whois.nic.st
1190,whois.afilias-srs.net
1192,whois.nic.star
1194,whois.nic.statebank
1197,whois.nic.stc
1198,whois.nic.stcgroup
1199,whois.afilias-srs.net
1200,whois.nic.storage
1201,whois.nic.store
1202,whois.nic.stream
1203,whois.nic.studio
1204,whois.nic.study
1205,whois.nic.style
1206,whois.tcinet.ru
1207,whois.nic.sucks
1208,whois.nic.supplies
1209,whois.nic.supply
1210,whois.nic.support
1211,whois.nic.surf
1212,whois.nic.surgery
1213,whois.nic.suzuki
1215,whois.nic.swatch
1217,whois.nic.swiss
1218,whois.sx
1219,whois.tld.sy
1220,whois.nic.sydney
1222,whois.nic.systems
1224,whois.nic.tab
1225,whois.nic.taipei
1226,whois.nic.talk
1229,whois.nic.tatamotors
1230,whois.nic.tatar
1231,whois.uniregistry.net
1232,whois.nic.tax
1233,whois.nic.taxi
1234,whois.nic.tc
1235,whois.nic.tci
1236,whois.nic.td
1237,whois.nic.tdk
1238,whois.nic.team
1239,whois.nic.tech
1240,whois.nic.technology
1241,whois.nic.tel
1244,whois.afilias-srs.net
1245,whois.nic.tennis
1246,whois.nic.teva
1247,whois.nic.tf
1248,whois.nic.tg
1249,whois.thnic.co.th
1250,whois.nic.thd
1251,whois.nic.theater
1252,whois.nic.theatre
1253,whois.nic.tiaa
1254,whois.nic.tickets
1255,whois.nic.tienda
1256,whois.nic.tiffany
1257,whois.nic.tips
1258,whois.nic.tires
1259,whois.nic.tirol
1263,whois.dot.tk
1265,whois.nic.tl
1266,whois.nic.tm
1268,whois.ati.tn
1269,whois.tonic.to
1270,whois.nic.today
1271,whois.nic.tokyo
1272,whois.nic.tools
1273,whois.nic.top
1274,whois.nic.toray
1275,whois.nic.toshiba
1276,whois.nic.total
1277,whois.nic.tours
1278,whois.nic.town
1279,whois.nic.toyota
1280,whois.nic.toys
1282,whois.nic.tr
1283,whois.nic.trade
1284,whois.nic.trading
1285,whois.nic.training
1286,whois.nic.travel
1287,whois.nic.travelchannel
1288,whois.afilias-srs.net
1289,whois.afilias-srs.net
1290,whois.nic.trust
1291,whois.afilias-srs.net
1294,whois.nic.tui
1295,whois.nic.tunes
1296,whois.nic.tushu
1297,tvwhois.verisign-grs.com
1298,whois.nic.tvs
1299,whois.twnic.net.tw
1300,whois.tznic.or.tz
1301,whois.ua
1302,whois.nic.ubank
1303,whois.nic.ubs
1305,whois.co.ug
1306,whois.nic.uk
1308,whois.nic.unicom
1309,whois.nic.university
1310,whois.nic.uno
1311,whois.gtlds.nic.br
1312,whois.nic.ups
1313,whois.nic.us
1314,whois.nic.org.uy
1315,whois.cctld.uz
1317,whois.nic.vacations
1318,whois.nic.vana
1319,whois.nic.vanguard
1320,whois2.afilias-grs.net
1321,whois.nic.ve
1322,whois.afilias-srs.net
1323,whois.nic.ventures
1324,whois.nic.verisign
1325,whois.nic.versicherung
1326,whois.nic.vet
1327,whois.nic.vg
1329,whois.nic.viajes
1330,whois.nic.video
1331,whois.afilias-srs.net
1332,whois.afilias-srs.net
1333,whois.nic.villas
1334,whois.nic.vin
1335,whois.nic.vip
1336,whois.nic.virgin
1337,whois.nic.visa
1338,whois.nic.vision
1341,whois.nic.viva
1343,whois.nic.vlaanderen
1345,whois.nic.vodka
1346,whois.afilias-srs.net
1347,whois.nic.volvo
1348,whois.afilias.net
1349,whois.nic.voting
1350,whois.afilias.net
1351,whois.nic.voyage
1352,whois.dnrs.neustar
1354,whois.nic.wales
1355,whois.nic.walmart
1356,whois.nic.walter
1357,whois.gtld.knet.cn
1358,whois.nic.wanggou
1360,whois.nic.watch
1361,whois.nic.watches
1364,whois.nic.webcam
1365,whois.nic.weber
1366,whois.nic.website
1367,whois.nic.wed
1368,whois.nic.wedding
1369,whois.nic.weibo
1371,whois.nic.wf
1372,whois.nic.whoswho
1373,whois.nic.wien
1374,whois.nic.wiki
1376,whois.nic.win
1378,whois.nic.wine
1380,whois.nic.wme
1381,whois.nic.wolterskluwer
1382,whois.nic.woodside
1383,whois.nic.work
1384,whois.nic.works
1385,whois.nic.world
1386,whois.nic.wow
1387,whois.website.ws
1388,whois.nic.wtc
1389,whois.nic.wtf
1391,whois.nic.xerox
1392,whois.nic.xfinity
1393,whois.teleinfo.cn
1394,whois.nic.xin
1396,whois.nic.xn--11b4c3d
1399,whois.ngtld.cn
1400,whois.registry.in
1401,whois.gtld.knet.cn
1402,whois.gtld.knet.cn
1403,whois.teleinfo.cn
1404,whois.kr
1405,whois.registry.in
1406,whois.nic.xn--3oq18vl8pn36a
1407,whois.nic.xn--3pxu8k
1408,whois.nic.xn--42c2d9a
1409,whois.registry.in
1410,whois.registry.in
1411,whois.nic.xn--45q11c
1412,whois.isoc.org.il
1413,whois.afilias-srs.net
1415,whois.conac.cn
1416,whois.ngtld.cn
1417,whois.nic.xn--5su34j936bgsg
1418,whois.nic.xn--5tzm5g
1419,whois.afilias.net
1420,whois.gtld.knet.cn
1421,whois.nic.xn--80adxhks
1423,whois.nic.kz
1424,whois.nic.xn--80aqecdr1a
1425,whois.nic.xn--80asehdb
1426,whois.nic.xn--80aswg
1427,whois.nic.xn--8y0a063a
1428,whois.rnids.rs
1429,whois.imena.bg
1430,whois.cctld.by
1431,whois.nic.xn--9dbq2a
1432,whois.gtld.knet.cn
1433,whois.nic.xn--9krt00a
1435,whois.afilias-srs.net
1437,whois.publicinterestregistry.net
1438,whois.nic.xn--c2br7g
1440,whois.nic.xn--cckwcxetd
1441,whois.kr
1442,whois.sgnic.sg
1444,whois.nic.xn--czrs0t
1445,whois.gtld.knet.cn
